sha256,mesh_dumped
000223fb1496e6885cc20ed47db02763a282c71e91e7a5ca2d3367b72a6c1067,True
0002f8675afaa4c6cb3c0c6a57dbdc3e193e92daef8d17fb99fc85d283c08841,True
000380336e84f141eabb3539c47933575cbb6103aef28197a81ff11d9d53a853,True
000060a495b381230860ca7315a1b585fabc651cf0833b72b6f481771cca4277,True
00079e5a1d5bf19ecd2fa5b5f5f301cf97b06e31803ddf4dd865452b3e4c6c3f,True
00039205a74885e80ae7a91ca2a10fc9a6ee7b20ce916f04054cb7e21c67ea37,True
0013ea88afb9679d5f0bc017dbb632137f74a21d6f6683ce2fd63f957f669f61,True
0016aa002edb09b61ff69396e88deedbbc7160a5ff1550e6e9bf2c23d86ab78f,True
0012225e93ae9b7abafcba35ceff9f4766dd3b62d14b4a86624d7c3ca9bcfb7d,True
00100012aba0883c150d7b11a2a34b7737b80bb1b667d733147614790ddb1939,True
00163fd0961203ab679e89c26739a3dc0192da77d402131be55020f534cc6d57,True
000d7c55c4b28011b7f3f8c09e26ec6eeb0b23e8952f9c201e68a584dd985c6b,True
00156afc8edea594bea0e41ea5e106ab5333f012b60eb61b0d52bda24c2c1507,True
